"customer_id","lifetime_sales","lifetime_profit","customer_tier"
RP-192703,495,35.180,Silver (Low Margin)
AG-4953,482,-164.658,Red (Loss Making)
EB-137502,2024,448.827,Silver (Low Margin)
ML-80403,104,-165.714,Red (Loss Making)
EB-37052,422,87.63,Silver (Low Margin)
JC-61052,3855,-2470.734,Red (Loss Making)
DB-129701,808,116.283,Silver (Low Margin)
MC-75902,1073,487.29,Silver (Low Margin)
ML-77551,937,207.42,Silver (Low Margin)
AR-4052,426,5.340,Silver (Low Margin)
KM-63753,572,155.79,Silver (Low Margin)
PS-190451,8178,504.9819,Silver (Low Margin)
HK-148901,2378,215.3406,Silver (Low Margin)
HM-148601,4407,541.5858,Silver (Low Margin)
SH-206353,1775,61.708,Silver (Low Margin)
SN-105602,441,87.99,Silver (Low Margin)
MO-178003,2319,241.940,Silver (Low Margin)
JB-154004,1791,156.0532,Silver (Low Margin)
YS-118802,1138,327.972,Silver (Low Margin)
HK-48901,301,36.18,Silver (Low Margin)
EM-41402,1262,-134.340,Red (Loss Making)
GM-46951,474,90.24,Silver (Low Margin)
DR-129404,8352,2869.0760,Gold (Profitable)
DP-131053,3906,128.04320,Silver (Low Margin)
DG-133001,5020,940.836,Silver (Low Margin)
BC-11251,85,25.53,Silver (Low Margin)
GZ-145452,3043,708.765,Silver (Low Margin)
PM-91352,684,197.886,Silver (Low Margin)
MC-176351,7576,1329.5607,Gold (Profitable)
ME-73202,1302,229.59,Silver (Low Margin)
RB-97053,1464,-296.286,Red (Loss Making)
YS-118801,190,30.84,Silver (Low Margin)
TC-215351,3241,864.0561,Silver (Low Margin)
SC-206953,4596,209.42160,Silver (Low Margin)
MG-178753,2233,83.55152,Silver (Low Margin)
MF-182503,2874,271.137,Silver (Low Margin)
MG-182052,5544,384.300,Silver (Low Margin)
RS-198701,1460,280.698,Silver (Low Margin)
DE-32551,142,48.99,Silver (Low Margin)
GM-144554,3078,793.2814,Silver (Low Margin)
MD-178601,9590,1235.5551,Gold (Profitable)
MT-180702,6720,1291.8735,Gold (Profitable)
SN-205601,6795,-2597.130,Red (Loss Making)
RM-196753,1266,575.86,Silver (Low Margin)
TS-213704,11891,2371.7144,Gold (Profitable)
SP-105451,419,51.09,Silver (Low Margin)
KE-64201,573,150.57,Silver (Low Margin)
SS-101401,169,-158.532,Red (Loss Making)
EM-140952,5336,1582.482,Gold (Profitable)
AR-104052,3532,-231.957,Red (Loss Making)
LA-167803,832,166.66,Silver (Low Margin)
PB-188051,3440,767.9934,Silver (Low Margin)
AY-5552,2436,438.588,Silver (Low Margin)
HD-147853,2419,-1240.846,Red (Loss Making)
BS-118002,3002,431.784,Silver (Low Margin)
GB-45303,130,14.19,Silver (Low Margin)
ES-140803,4628,1278.2492,Gold (Profitable)
PO-191953,1958,-1036.87152,Red (Loss Making)
BP-110501,671,-190.161,Red (Loss Making)
CM-127153,1513,402.904,Silver (Low Margin)
MO-178004,1686,169.3437,Silver (Low Margin)
NC-86251,339,23.76,Silver (Low Margin)
BE-13351,705,-246.111,Red (Loss Making)
CA-120552,4018,815.619,Silver (Low Margin)
LW-168251,2026,489.522,Silver (Low Margin)
MH-176202,4013,398.505,Silver (Low Margin)
AH-101202,3590,905.511,Silver (Low Margin)
BF-12752,985,95.424,Silver (Low Margin)
JE-56102,145,-78.957,Red (Loss Making)
CC-124301,5193,1207.9710,Gold (Profitable)
NB-185802,1409,-48.000,Red (Loss Making)
DK-132252,1819,253.710,Silver (Low Margin)
SC-202301,8083,1355.559,Gold (Profitable)
BB-115454,6767,1015.0750,Gold (Profitable)
TC-109802,2650,395.58,Silver (Low Margin)
VF-217153,4802,1139.484,Gold (Profitable)
LW-169902,4275,406.1565,Silver (Low Margin)
JS-156853,4132,679.724,Silver (Low Margin)
SJ-101253,1887,-89.721,Red (Loss Making)
KB-166002,598,221.58,Silver (Low Margin)
SC-206954,2578,611.8291,Silver (Low Margin)
PB-88053,1913,546.21,Silver (Low Margin)
TN-210403,2779,821.17104,Silver (Low Margin)
RP-98551,2342,785.82,Silver (Low Margin)
TT-212651,1706,283.359,Silver (Low Margin)
TP-215654,1937,139.2287,Silver (Low Margin)
DH-136754,1042,116.6670,Silver (Low Margin)
TS-113702,4243,919.668,Silver (Low Margin)
GT-146353,2121,340.03124,Silver (Low Margin)
GM-146953,1272,107.964,Silver (Low Margin)
Dp-132404,7199,333.3648,Silver (Low Margin)
HM-148604,8236,2437.9836,Gold (Profitable)
EH-140052,4728,-320.007,Red (Loss Making)
TC-209804,19050,8981.3239,Platinum (High Value)
GK-146203,3856,-14.650,Red (Loss Making)
LS-69452,194,9.33,Silver (Low Margin)
ED-38851,166,-180.678,Red (Loss Making)
AP-7201,423,119.679,Silver (Low Margin)
BE-113352,5882,1488.333,Gold (Profitable)
SR-204252,6126,806.2005,Silver (Low Margin)
AC-4201,841,150.159,Silver (Low Margin)
DM-133451,6883,1577.6415,Gold (Profitable)
PV-89851,3156,911.58,Silver (Low Margin)
CR-126252,1164,214.062,Silver (Low Margin)
HJ-48751,233,83.22,Silver (Low Margin)
RB-196453,1796,6.304,Silver (Low Margin)
MG-176802,3801,-119.328,Red (Loss Making)
PP-189552,5300,466.377,Silver (Low Margin)
SV-108151,858,-1097.40,Red (Loss Making)
SW-203501,3791,873.1704,Silver (Low Margin)
SC-106801,2511,490.38,Silver (Low Margin)
MW-182354,5254,1665.5160,Gold (Profitable)
LR-170352,5989,1231.881,Gold (Profitable)
CR-128201,5354,1547.964,Gold (Profitable)
TS-214304,2054,48.7017,Silver (Low Margin)
EM-42001,1922,435.15,Silver (Low Margin)
NS-186401,2341,699.969,Silver (Low Margin)
SC-102301,174,27.417,Silver (Low Margin)
AS-100452,6708,421.929,Silver (Low Margin)
AH-106902,3514,790.008,Silver (Low Margin)
ME-173201,5608,629.127,Silver (Low Margin)
BP-110952,2425,280.056,Silver (Low Margin)
FM-142153,2078,112.4632,Silver (Low Margin)
JS-156851,7329,744.8205,Silver (Low Margin)
AH-100302,3973,981.594,Silver (Low Margin)
BO-113502,815,8.898,Silver (Low Margin)
ON-187152,8368,2732.037,Gold (Profitable)
DG-33001,2949,317.088,Silver (Low Margin)
RF-193452,3029,1069.59,Gold (Profitable)
SP-108601,503,62.136,Silver (Low Margin)
KH-163303,563,149.3604,Silver (Low Margin)
CR-128202,1284,430.278,Silver (Low Margin)
RP-92701,238,69.792,Silver (Low Margin)
MA-75601,559,79.59,Silver (Low Margin)
Dl-136001,8124,1199.6664,Gold (Profitable)
AG-104952,7461,1669.5525,Gold (Profitable)
RR-95251,675,103.41,Silver (Low Margin)
SP-206202,3492,-1259.28,Red (Loss Making)
PW-90301,509,-123.396,Red (Loss Making)
CS-124001,2117,688.2105,Silver (Low Margin)
KL-165554,5019,-182.7813,Red (Loss Making)
VW-117751,925,273.81,Silver (Low Margin)
JW-52202,1011,159.204,Silver (Low Margin)
EH-40052,1654,289.83,Silver (Low Margin)
KH-66302,1456,242.586,Silver (Low Margin)
TS-212054,5370,862.8877,Silver (Low Margin)
LC-169303,1848,592.12896,Silver (Low Margin)
MC-76052,190,67.05,Silver (Low Margin)
JD-58951,1435,422.19,Silver (Low Margin)
MZ-73352,3314,404.676,Silver (Low Margin)
FW-143951,10897,588.2751,Silver (Low Margin)
AJ-107802,3898,576.2475,Silver (Low Margin)
DB-35551,131,33.45,Silver (Low Margin)
TH-211151,6369,1471.320,Gold (Profitable)
ML-77553,122,29.52,Silver (Low Margin)
AH-101203,4044,773.42888,Silver (Low Margin)
NB-86551,131,29.97,Silver (Low Margin)
FC-142453,2566,410.54,Silver (Low Margin)
CS-124004,3651,-342.8033,Red (Loss Making)
RB-94652,3257,1227.84,Gold (Profitable)
SW-203504,1019,95.8383,Silver (Low Margin)
JK-153254,384,55.3277,Silver (Low Margin)
HK-148903,2349,429.828,Silver (Low Margin)
RD-96601,2960,798.972,Silver (Low Margin)
DH-130751,3831,-364.3764,Red (Loss Making)
BF-11701,268,20.40,Silver (Low Margin)
NH-186102,4807,575.778,Silver (Low Margin)
AG-7652,1090,-184.218,Red (Loss Making)
CA-20551,1002,55.44,Silver (Low Margin)
PJ-88352,220,-37.692,Red (Loss Making)
RH-195102,1519,-22.665,Red (Loss Making)
JS-56852,1681,464.13,Silver (Low Margin)
VM-216851,3213,170.730,Silver (Low Margin)
AS-102254,4262,719.7751,Silver (Low Margin)
NB-85803,327,-89.520,Red (Loss Making)
NF-84751,755,66.18,Silver (Low Margin)
MG-176502,2972,666.327,Silver (Low Margin)
KS-163004,89,0.1110,Silver (Low Margin)
DP-133904,5482,1571.8318,Gold (Profitable)
TH-212352,6523,1493.685,Gold (Profitable)
NK-184903,3592,1020.2388,Gold (Profitable)
BW-11101,411,105.18,Silver (Low Margin)
MC-181303,2881,-216.968,Red (Loss Making)
FG-142603,348,-12.292,Red (Loss Making)
PP-89551,232,-231.309,Red (Loss Making)
PA-190604,730,225.8588,Silver (Low Margin)
JM-52651,708,-5.058,Red (Loss Making)
ME-80101,161,15.9,Silver (Low Margin)
TA-113852,2594,-659.742,Red (Loss Making)
EK-137952,2758,577.236,Silver (Low Margin)
HP-148153,2529,-112.736,Red (Loss Making)
JS-156854,1130,-54.8692,Red (Loss Making)
AB-106003,377,74.66,Silver (Low Margin)
EM-41401,639,75.471,Silver (Low Margin)
KC-162554,2122,846.1217,Silver (Low Margin)
GT-146351,4010,-579.8154,Red (Loss Making)
TB-113551,311,-331.908,Red (Loss Making)
QJ-192551,6156,553.6791,Silver (Low Margin)
FM-42151,1994,313.62,Silver (Low Margin)
CB-25351,116,-197.448,Red (Loss Making)
ED-38853,346,-182.748,Red (Loss Making)
PV-189851,2717,410.1435,Silver (Low Margin)
DJ-134204,2012,483.0350,Silver (Low Margin)
GK-146202,3307,1147.647,Gold (Profitable)
ML-73952,553,111.09,Silver (Low Margin)
PN-187753,1765,162.66472,Silver (Low Margin)
CS-122504,2757,738.3626,Silver (Low Margin)
HH-50102,201,17.49,Silver (Low Margin)
RD-198102,1286,313.332,Silver (Low Margin)
MP-74701,59,-58.380,Red (Loss Making)
MZ-75153,1809,817.20,Silver (Low Margin)
MF-76651,58,3.42,Silver (Low Margin)
RB-197051,4923,1588.4076,Gold (Profitable)
SM-209501,1585,183.9519,Silver (Low Margin)
Dp-32402,128,30.42,Silver (Low Margin)
KM-63752,197,84.6,Silver (Low Margin)
BS-113654,10502,2616.0644,Gold (Profitable)
BT-13951,205,-255.132,Red (Loss Making)
GR-145601,2840,188.5191,Silver (Low Margin)
ND-184601,1377,359.448,Silver (Low Margin)
LC-69301,3984,503.34,Silver (Low Margin)
TA-213854,14596,4703.7883,Platinum (High Value)
BF-111704,5909,1538.2127,Gold (Profitable)
JS-155953,845,7.736,Silver (Low Margin)
YC-218952,8531,1556.4585,Gold (Profitable)
MZ-175152,3803,-609.5745,Red (Loss Making)
JP-154601,4266,209.0739,Silver (Low Margin)
DE-132552,1269,395.535,Silver (Low Margin)
JD-61502,3652,972.99,Silver (Low Margin)
AM-103603,3759,-113.972,Red (Loss Making)
SW-207552,5693,105.204,Silver (Low Margin)
AH-101951,3839,-308.2815,Red (Loss Making)
NB-186551,2804,781.5336,Silver (Low Margin)
SC-200503,4725,-2421.38648,Red (Loss Making)
MR-175452,11500,1440.0255,Gold (Profitable)
AG-3001,866,-802.452,Red (Loss Making)
YS-218804,6722,1778.2923,Gold (Profitable)
SB-102901,1976,-120.666,Red (Loss Making)
DS-31801,177,46.23,Silver (Low Margin)
JW-52201,6173,1991.49,Gold (Profitable)
JD-58953,375,-298.656,Red (Loss Making)
CM-118302,11303,1844.3235,Gold (Profitable)
KH-66902,52,19.14,Silver (Low Margin)
GD-145903,3307,489.9828,Silver (Low Margin)
SG-208904,49,-3.7073,Red (Loss Making)
SC-206803,1634,-315.07872,Red (Loss Making)
EB-137053,3972,-11.792,Red (Loss Making)
CC-24301,154,61.17,Silver (Low Margin)
LO-171704,644,150.1712,Silver (Low Margin)
DB-133604,1081,291.0085,Silver (Low Margin)
KN-164502,1685,194.664,Silver (Low Margin)
TS-214302,3018,-167.9865,Red (Loss Making)
PB-188054,741,229.2257,Silver (Low Margin)
DR-129401,10943,1573.6779,Gold (Profitable)
DH-36752,30,2.67,Silver (Low Margin)
MF-182504,1759,456.8608,Silver (Low Margin)
AS-100454,3051,-253.5746,Red (Loss Making)
HG-49652,246,108.36,Silver (Low Margin)
SU-106652,1568,560.22,Silver (Low Margin)
JB-54002,506,206.19,Silver (Low Margin)
EA-140354,2846,-52.7406,Red (Loss Making)
LO-171701,4683,570.3612,Silver (Low Margin)
LS-172001,4036,550.1652,Silver (Low Margin)
JK-61201,625,173.07,Silver (Low Margin)
GK-146201,5556,1029.6129,Gold (Profitable)
PV-189852,2313,394.7595,Silver (Low Margin)
BF-10201,2217,321.81,Silver (Low Margin)
HG-149651,10262,459.6738,Silver (Low Margin)
BV-112453,2464,-171.948,Red (Loss Making)
SR-207404,4345,1990.4244,Gold (Profitable)
PW-190302,5988,1200.804,Gold (Profitable)
MC-181301,790,131.0250,Silver (Low Margin)
CP-20853,2814,333.510,Silver (Low Margin)
MD-178603,2090,-72.02436,Red (Loss Making)
KH-66301,340,57.72,Silver (Low Margin)
PS-190452,7012,1261.9215,Gold (Profitable)
PJ-188353,1208,-0.17,Red (Loss Making)
NH-186101,11557,2514.2283,Gold (Profitable)
LW-68251,329,79.662,Silver (Low Margin)
PM-191353,1632,394.92,Silver (Low Margin)
BB-115451,1286,195.870,Silver (Low Margin)
AG-5252,2067,345.0,Silver (Low Margin)
RP-198554,2169,594.5868,Silver (Low Margin)
MG-176803,884,-158.808,Red (Loss Making)
DB-29103,1080,468.99,Silver (Low Margin)
PO-191954,1057,-49.7009,Red (Loss Making)
HH-150102,4155,829.9695,Silver (Low Margin)
RF-93451,688,278.466,Silver (Low Margin)
JP-161351,4659,1003.2456,Gold (Profitable)
CY-127452,3642,484.1745,Silver (Low Margin)
AS-2252,28,4.14,Silver (Low Margin)
EB-139752,4893,1314.546,Gold (Profitable)
EB-137054,3643,13.6215,Silver (Low Margin)
JO-151451,2538,652.599,Silver (Low Margin)
NG-183553,3188,749.32036,Silver (Low Margin)
CK-23251,260,37.185,Silver (Low Margin)
TS-213701,3242,501.393,Silver (Low Margin)
DK-132253,1972,355.052,Silver (Low Margin)
RW-196304,3280,698.8325,Silver (Low Margin)
GH-144102,6755,934.5285,Silver (Low Margin)
DR-29402,224,5.394,Silver (Low Margin)
KB-165854,2745,579.3551,Silver (Low Margin)
ML-80402,73,10.92,Silver (Low Margin)
KC-62552,395,-199.656,Red (Loss Making)
SJ-201251,425,64.416,Silver (Low Margin)
BD-115602,5213,1175.220,Gold (Profitable)
ME-180101,1520,290.145,Silver (Low Margin)
VW-217752,1884,148.056,Silver (Low Margin)
AH-101953,5370,454.69128,Silver (Low Margin)
KE-164203,5671,1336.35392,Gold (Profitable)
KD-166154,2245,539.7219,Silver (Low Margin)
TC-114752,822,136.14,Silver (Low Margin)
TB-211903,706,35.18712,Silver (Low Margin)
SS-205153,1907,59.83952,Silver (Low Margin)
AH-106904,7889,1298.0166,Gold (Profitable)
TB-111902,691,59.10,Silver (Low Margin)
SD-204852,3888,242.055,Silver (Low Margin)
SG-108902,965,361.47,Silver (Low Margin)
EM-140951,3189,-419.5563,Red (Loss Making)
SC-204401,332,-6.6291,Red (Loss Making)
JS-159403,1243,21.976,Silver (Low Margin)
CR-25802,264,97.68,Silver (Low Margin)
TB-211751,2603,208.7814,Silver (Low Margin)
SN-205603,1984,344.860,Silver (Low Margin)
DE-132551,3761,452.997,Silver (Low Margin)
NC-186254,1822,-359.0210,Red (Loss Making)
MY-182951,8991,390.3705,Silver (Low Margin)
BT-115301,6924,237.429,Silver (Low Margin)
KD-164954,8184,3038.6254,Platinum (High Value)
MH-174401,3492,266.3088,Silver (Low Margin)
GP-147402,3409,172.089,Silver (Low Margin)
DH-36751,3412,1160.046,Gold (Profitable)
CM-118301,4081,161.9115,Silver (Low Margin)
HG-149653,1606,429.5348,Silver (Low Margin)
AB-2553,313,-43.308,Red (Loss Making)
CS-24901,14,7.05,Silver (Low Margin)
AB-2551,4083,787.20,Silver (Low Margin)
BM-15752,334,-38.988,Red (Loss Making)
FM-142902,1407,90.267,Silver (Low Margin)
GG-146504,2222,12.6985,Silver (Low Margin)
ON-187153,4736,1094.55984,Gold (Profitable)
LS-172002,3216,-197.8125,Red (Loss Making)
SH-206352,6349,1254.8025,Gold (Profitable)
MG-78901,19,-22.482,Red (Loss Making)
NH-186103,146,17.44,Silver (Low Margin)
NF-184752,6407,1728.906,Gold (Profitable)
AT-4351,540,102.90,Silver (Low Margin)
RB-197052,367,-1.836,Red (Loss Making)
NZ-185653,2436,306.07412,Silver (Low Margin)
TH-111152,44,1.74,Silver (Low Margin)
KC-166751,1752,-27.6096,Red (Loss Making)
TH-211152,903,125.58,Silver (Low Margin)
SC-104402,282,-183.876,Red (Loss Making)
BP-11851,580,-11.694,Red (Loss Making)
BV-112454,1522,315.2214,Silver (Low Margin)
CC-21001,513,189.48,Silver (Low Margin)
ON-87152,1162,-889.398,Red (Loss Making)
CK-127601,1002,-273.8580,Red (Loss Making)
JD-158953,2770,418.88692,Silver (Low Margin)
DM-35252,1183,422.40,Silver (Low Margin)
RB-196452,1580,368.481,Silver (Low Margin)
JK-153253,3330,204.16332,Silver (Low Margin)
SW-107551,610,104.31,Silver (Low Margin)
BF-112152,2734,-1831.035,Red (Loss Making)
AH-1952,88,29.7,Silver (Low Margin)
AJ-7801,1608,-811.596,Red (Loss Making)
SC-204403,4842,387.35036,Silver (Low Margin)
DM-135251,2553,364.092,Silver (Low Margin)
SP-205452,1034,-206.508,Red (Loss Making)
MG-176504,3785,341.8980,Silver (Low Margin)
TS-111602,484,88.23,Silver (Low Margin)
SP-206204,5443,-270.4282,Red (Loss Making)
DW-131954,1079,-86.8738,Red (Loss Making)
JB-154002,8395,1598.8275,Gold (Profitable)
HG-49651,83,-80.490,Red (Loss Making)
BS-15902,784,251.52,Silver (Low Margin)
DP-33902,91,19.08,Silver (Low Margin)
CA-119652,4077,651.828,Silver (Low Margin)
TB-213553,5014,-126.680,Red (Loss Making)
KH-63302,2058,585.624,Silver (Low Margin)
NZ-185654,2487,402.4236,Silver (Low Margin)
SP-106201,77,5.283,Silver (Low Margin)
EB-39752,640,193.80,Silver (Low Margin)
CH-20702,4018,1141.446,Gold (Profitable)
MH-177854,2203,238.5614,Silver (Low Margin)
CL-27002,39,-30.486,Red (Loss Making)
ED-138852,3080,83.892,Silver (Low Margin)
KM-62252,884,159.408,Silver (Low Margin)
SC-102302,1619,258.9,Silver (Low Margin)
FH-143653,13328,1105.24752,Gold (Profitable)
CW-119052,7410,1956.351,Gold (Profitable)
CC-124304,2869,424.6583,Silver (Low Margin)
CW-19052,514,192.45,Silver (Low Margin)
CS-124904,1076,-302.8761,Red (Loss Making)
PP-89552,128,16.65,Silver (Low Margin)
CY-127451,3267,1117.5906,Gold (Profitable)
AO-108102,5657,786.606,Silver (Low Margin)
BT-15302,832,395.79,Silver (Low Margin)
EM-141404,4589,1319.3655,Gold (Profitable)
ME-180104,1257,107.3604,Silver (Low Margin)
BM-115752,625,90.756,Silver (Low Margin)
MC-81302,480,145.62,Silver (Low Margin)
HE-148003,5308,345.67892,Silver (Low Margin)
MZ-173351,2892,244.0383,Silver (Low Margin)
MG-182054,16,-1.2453,Red (Loss Making)
KH-166903,2844,749.628,Silver (Low Margin)
YC-218954,5455,1305.6290,Gold (Profitable)
SC-202602,1608,404.34,Silver (Low Margin)
CK-123252,1353,357.792,Silver (Low Margin)
BB-115452,6600,427.992,Silver (Low Margin)
CM-118152,5045,-1649.811,Red (Loss Making)
BB-109901,4719,-400.3893,Red (Loss Making)
MG-178902,2846,122.415,Silver (Low Margin)
AW-109303,1713,648.05756,Silver (Low Margin)
BP-110954,2442,433.9751,Silver (Low Margin)
MC-76351,634,105.54,Silver (Low Margin)
DW-35852,27,12.18,Silver (Low Margin)
TC-211453,8194,1023.80416,Gold (Profitable)
TA-213853,5196,451.91880,Silver (Low Margin)
QJ-92552,223,-187.749,Red (Loss Making)
GG-146503,1154,-203.98124,Red (Loss Making)
RS-98702,565,96.186,Silver (Low Margin)
GH-144101,1228,277.338,Silver (Low Margin)
DV-30452,3374,-98.652,Red (Loss Making)
MY-173803,1198,260.6404,Silver (Low Margin)
JG-158052,7843,1132.350,Gold (Profitable)
AJ-107951,1209,209.388,Silver (Low Margin)
KL-165551,1796,326.4057,Silver (Low Margin)
AW-109301,1601,617.919,Silver (Low Margin)
MW-82352,397,67.44,Silver (Low Margin)
MH-177851,4676,744.4206,Silver (Low Margin)
DK-131503,4340,389.10,Silver (Low Margin)
DL-134953,2176,503.14,Silver (Low Margin)
AH-751,3426,842.31,Silver (Low Margin)
VB-217452,2653,-69.651,Red (Loss Making)
ER-138551,2687,-697.8660,Red (Loss Making)
BT-113951,3596,909.759,Silver (Low Margin)
TC-214753,1776,-95.35464,Red (Loss Making)
AS-451,1234,98.73,Silver (Low Margin)
DG-133003,3034,482.764,Silver (Low Margin)
SN-207104,3128,481.7499,Silver (Low Margin)
BT-13052,391,36.369,Silver (Low Margin)
BS-113803,4614,1075.6578,Gold (Profitable)
AS-2251,254,-244.305,Red (Loss Making)
MF-76652,104,0,Silver (Low Margin)
CP-20851,1887,550.35,Silver (Low Margin)
AR-108251,633,223.8756,Silver (Low Margin)
BP-10952,1346,381.072,Silver (Low Margin)
BF-109751,3856,485.9967,Silver (Low Margin)
NL-183103,455,12.006,Silver (Low Margin)
DB-129103,3307,-914.548,Red (Loss Making)
DW-31951,55,9.24,Silver (Low Margin)
LR-170354,1880,-382.8079,Red (Loss Making)
SU-206651,2131,289.125,Silver (Low Margin)
AR-103454,1056,-221.0544,Red (Loss Making)
AS-102853,1584,282.72696,Silver (Low Margin)
MK-179051,5029,437.5104,Silver (Low Margin)
RD-196604,2787,835.7720,Silver (Low Margin)
CS-122503,1560,261.636,Silver (Low Margin)
EA-40351,131,0.888,Silver (Low Margin)
AH-106901,4163,552.990,Silver (Low Margin)
TB-211902,591,-48.180,Red (Loss Making)
JE-156104,7757,1623.4019,Gold (Profitable)
TS-213703,2191,368.37900,Silver (Low Margin)
EM-138102,1467,145.581,Silver (Low Margin)
BC-111253,2086,-187.444,Red (Loss Making)
JD-161502,3075,179.091,Silver (Low Margin)
JB-160454,2518,201.5185,Silver (Low Margin)
DB-135551,2331,311.5530,Silver (Low Margin)
EM-38102,865,306.93,Silver (Low Margin)
TS-211602,1037,215.211,Silver (Low Margin)
MZ-173353,5854,1177.036,Gold (Profitable)
AR-104054,2235,-98.7646,Red (Loss Making)
DR-128802,1894,259.872,Silver (Low Margin)
HK-48902,336,30.24,Silver (Low Margin)
HH-150103,3178,397.42432,Silver (Low Margin)
VT-117001,241,-40.548,Red (Loss Making)
LW-168253,469,76.21224,Silver (Low Margin)
BO-13502,140,-124.038,Red (Loss Making)
TB-111752,323,-9.684,Red (Loss Making)
BT-14852,2630,-267.006,Red (Loss Making)
AS-106304,835,136.4919,Silver (Low Margin)
SC-102601,633,58.95,Silver (Low Margin)
KH-163301,9625,2249.4501,Gold (Profitable)
KB-64051,239,-105.762,Red (Loss Making)
MF-82502,1492,299.43,Silver (Low Margin)
CR-25801,2793,1030.284,Gold (Profitable)
VP-217303,3100,1161.7894,Gold (Profitable)
JS-55952,138,6.87,Silver (Low Margin)
CR-125802,2143,809.16,Silver (Low Margin)
CC-21002,507,48.888,Silver (Low Margin)
MT-180701,2682,-47.4834,Red (Loss Making)
PC-187453,4058,-859.35536,Red (Loss Making)
RD-96602,175,84.03,Silver (Low Margin)
AS-2851,2059,515.592,Silver (Low Margin)
KM-62251,7,-17.115,Red (Loss Making)
JM-156553,3393,-417.14264,Red (Loss Making)
MO-178001,9347,2126.9358,Gold (Profitable)
GP-147401,5387,-38.928,Red (Loss Making)
KD-164951,9576,711.4416,Silver (Low Margin)
MZ-175154,2565,787.7503,Silver (Low Margin)
DJ-134201,5230,1184.0385,Gold (Profitable)
MC-175902,2191,349.953,Silver (Low Margin)
JP-61351,231,24.57,Silver (Low Margin)
SR-107402,1996,244.59,Silver (Low Margin)
MG-76801,2878,333.078,Silver (Low Margin)
VT-217003,4026,74.928,Silver (Low Margin)
RM-96753,1305,-409.656,Red (Loss Making)
SR-207403,2373,-142.7826,Red (Loss Making)
MH-174402,3454,293.049,Silver (Low Margin)
DK-31502,1246,7.434,Silver (Low Margin)
JG-153102,3327,327.156,Silver (Low Margin)
BP-110504,983,209.7830,Silver (Low Margin)
SC-202303,2329,851.96,Silver (Low Margin)
MA-79951,1558,429.231,Silver (Low Margin)
MD-78601,6855,2176.092,Gold (Profitable)
MD-178602,2689,436.818,Silver (Low Margin)
DR-28801,1091,-527.091,Red (Loss Making)
JD-161504,8829,1619.5199,Gold (Profitable)
KN-164503,4252,565.488,Silver (Low Margin)
TC-215353,3138,546.536,Silver (Low Margin)
MG-178754,1241,-470.7684,Red (Loss Making)
BG-116954,1873,107.5715,Silver (Low Margin)
TC-111451,417,171.72,Silver (Low Margin)
JE-61651,4343,1035.246,Gold (Profitable)
EM-138101,7229,1091.964,Gold (Profitable)
KD-64951,938,165.72,Silver (Low Margin)
HK-148904,4877,956.9451,Silver (Low Margin)
AR-104053,1182,172.77088,Silver (Low Margin)
PL-189252,1899,-83.349,Red (Loss Making)
BD-15602,1427,198.12,Silver (Low Margin)
KN-67051,318,71.82,Silver (Low Margin)
LR-170351,4601,541.8420,Silver (Low Margin)
SR-204253,1337,-186.08656,Red (Loss Making)
AG-107652,2159,110.802,Silver (Low Margin)
TW-210254,5278,737.3905,Silver (Low Margin)
BN-114704,266,36.6131,Silver (Low Margin)
AH-106903,710,154.82912,Silver (Low Margin)
SH-106351,658,129.87,Silver (Low Margin)
CS-118453,1689,175.924,Silver (Low Margin)
NF-184754,377,85.9278,Silver (Low Margin)
GR-145604,1285,359.8332,Silver (Low Margin)
SS-201403,6190,154.60884,Silver (Low Margin)
AO-108103,1636,318.64,Silver (Low Margin)
JD-58952,961,172.71,Silver (Low Margin)
DE-132553,2503,344.884,Silver (Low Margin)
GB-145301,8129,803.709,Silver (Low Margin)
AJ-7802,19,6.81,Silver (Low Margin)
CB-125352,7379,618.5745,Silver (Low Margin)
SP-205454,1306,-118.7757,Red (Loss Making)
HK-148902,4282,704.8305,Silver (Low Margin)
CM-118303,1447,438.464,Silver (Low Margin)
CS-24001,1742,588.18,Silver (Low Margin)
NF-184753,839,60.0064,Silver (Low Margin)
AJ-7952,2119,457.170,Silver (Low Margin)
MP-79652,271,94.95,Silver (Low Margin)
BP-110503,2170,608.95976,Silver (Low Margin)
TC-214751,4533,913.3602,Silver (Low Margin)
KN-64501,1221,373.494,Silver (Low Margin)
GZ-45453,3585,1547.316,Gold (Profitable)
KS-163001,1979,350.3517,Silver (Low Margin)
EB-138402,9895,3459.660,Platinum (High Value)
TW-110252,198,-32.826,Red (Loss Making)
JO-155501,1106,293.844,Silver (Low Margin)
VG-118052,1107,275.61,Silver (Low Margin)
SR-104253,52,1.02,Silver (Low Margin)
MC-175901,2445,341.25,Silver (Low Margin)
RB-97051,4267,1067.898,Gold (Profitable)
DJ-34201,263,72.90,Silver (Low Margin)
BE-114552,2971,335.961,Silver (Low Margin)
CM-126551,1068,160.3587,Silver (Low Margin)
TN-210402,1313,-401.844,Red (Loss Making)
FH-42751,34,6.81,Silver (Low Margin)
TS-213702,5879,859.665,Silver (Low Margin)
FC-143354,3890,714.2926,Silver (Low Margin)
SM-203203,1801,334.19536,Silver (Low Margin)
BN-114703,5710,842.24908,Silver (Low Margin)
DG-33002,33,-10.026,Red (Loss Making)
