"product_id","category","sub_category","product_name"
FUR-BO-10000889,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Mobile"
OFF-PA-10003875,Office Supplies,Paper,"Enermax Memo Slips, Multicolor"
OFF-EN-10000539,Office Supplies,Envelopes,"Ames Clasp Envelope, with clear poly window"
OFF-FIS-10003463,Office Supplies,Supplies,"Fiskars Letter Opener, Easy Grip"
TEC-AC-10002842,Technology,Accessories,"Belkin Memory Card, Bluetooth"
FUR-CH-10003558,Furniture,Chairs,"Hon Swivel Stool, Black"
FUR-CH-10004795,Furniture,Chairs,"SAFCO Swivel Stool, Red"
FUR-CH-10002830,Furniture,Chairs,"Office Star Rocking Chair, Red"
OFF-LA-10002323,Office Supplies,Labels,"Harbour Creations Shipping Labels, 5000 Label Set"
TEC-MA-10003146,Technology,Machines,"Okidata Inkjet, Durable"
FUR-FU-10001200,Furniture,Furnishings,"Tenex Photo Frame, Erganomic"
FUR-FU-10003325,Furniture,Furnishings,"Tenex Door Stop, Duo Pack"
OFF-FA-10004563,Office Supplies,Fasteners,"Stockwell Clamps, Assorted Sizes"
OFF-STO-10003342,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes"
OFF-EN-10002090,Office Supplies,Envelopes,"Kraft Peel and Seal, with clear poly window"
TEC-MA-10001261,Technology,Machines,"Konica Printer, Wireless"
FUR-LES-10002026,Furniture,Tables,"Lesro Conference Table, Rectangular"
OFF-BI-10001324,Office Supplies,Binders,"Acco 3-Hole Punch, Economy"
TEC-AC-10001600,Technology,Accessories,"Belkin Numeric Keypad, Bluetooth"
FUR-ADV-10001855,Furniture,Furnishings,"Advantus Stacking Tray, Durable"
OFF-SU-10004077,Office Supplies,Supplies,"Acme Letter Opener, Easy Grip"
OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System
TEC-OKI-10003770,Technology,Machines,"Okidata Receipt Printer, Durable"
OFF-AR-10001770,Office Supplies,Art,"Binney & Smith Markers, Water Color"
FUR-BO-10000002,Furniture,Bookcases,"Bush Classic Bookcase, Mobile"
FUR-TA-10003926,Furniture,Tables,"Lesro Conference Table, Adjustable Height"
OFF-PA-10002193,Office Supplies,Paper,"Xerox Memo Slips, 8.5 x 11"
FUR-FU-10003540,Furniture,Furnishings,"Deflect-O Light Bulb, Erganomic"
TEC-PH-10003491,Technology,Phones,"Samsung Office Telephone, Full Size"
OFF-SME-10000018,Office Supplies,Labels,"Smead Round Labels, Laser Printer Compatible"
TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack"
TEC-EPS-10001323,Technology,Machines,"Epson Calculator, Wireless"
OFF-ACM-10001112,Office Supplies,Supplies,"Acme Shears, Steel"
OFF-AP-10001847,Office Supplies,Appliances,"Breville Toaster, Red"
TEC-AC-10001974,Technology,Accessories,"Logitech Memory Card, Bluetooth"
OFF-AP-10001559,Office Supplies,Appliances,"KitchenAid Blender, Black"
TEC-MA-10001360,Technology,Machines,"Okidata Receipt Printer, White"
OFF-AR-10001427,Office Supplies,Art,Newell 330
FUR-BO-10004199,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Pine"
FUR-OFF-10001224,Furniture,Chairs,"Office Star Swivel Stool, Red"
FUR-FU-10002930,Furniture,Furnishings,"Eldon Door Stop, Duo Pack"
TEC-PH-10003691,Technology,Phones,BlackBerry Q10
FUR-FU-10001718,Furniture,Furnishings,"Eldon Door Stop, Duo Pack"
TEC-AC-10002170,Technology,Accessories,"Logitech Flash Drive, Programmable"
OFF-BI-10001199,Office Supplies,Binders,"Acco Index Tab, Durable"
TEC-CO-10002998,Technology,Copiers,"Sharp Ink, Laser"
FUR-TA-10001229,Furniture,Tables,"Chromcraft Computer Table, Rectangular"
TEC-CO-10003448,Technology,Copiers,"Canon Personal Copier, Laser"
OFF-BI-10002432,Office Supplies,Binders,"Ibico Binder, Recycled"
OFF-BOS-10001348,Office Supplies,Art,"Boston Pencil Sharpener, Water Color"
TEC-AC-10001258,Technology,Accessories,"Belkin Router, Erganomic"
FUR-BO-10001714,Furniture,Bookcases,"Dania Floating Shelf Set, Mobile"
OFF-BI-10003588,Office Supplies,Binders,"Ibico Binder, Economy"
FUR-CH-10004448,Furniture,Chairs,"Hon Chairmat, Set of Two"
OFF-JIF-10003677,Office Supplies,Envelopes,"Jiffy Peel and Seal, Set of 50"
OFF-BI-10004105,Office Supplies,Binders,"Acco 3-Hole Punch, Recycled"
TEC-MA-10000122,Technology,Machines,"Okidata Calculator, Red"
OFF-ST-10003455,Office Supplies,Storage,"Fellowes Lockers, Blue"
OFF-KRA-10000534,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Security-Tint"
TEC-MA-10003936,Technology,Machines,"Epson Printer, White"
OFF-GRE-10000492,Office Supplies,Paper,"Green Bar Memo Slips, Recycled"
FUR-BO-10000269,Furniture,Bookcases,"Dania Stackable Bookrack, Pine"
OFF-FIS-10004882,Office Supplies,Supplies,"Fiskars Shears, Easy Grip"
FUR-HON-10002599,Furniture,Chairs,"Hon Chairmat, Adjustable"
OFF-PA-10002043,Office Supplies,Paper,"SanDisk Cards & Envelopes, 8.5 x 11"
OFF-AVE-10000894,Office Supplies,Labels,"Avery Color Coded Labels, Adjustable"
OFF-ST-10002371,Office Supplies,Storage,"Rogers File Cart, Industrial"
OFF-AP-10003236,Office Supplies,Appliances,"Hoover Blender, Black"
OFF-PA-10004294,Office Supplies,Paper,"Xerox Computer Printout Paper, 8.5 x 11"
OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case"
OFF-SU-10003511,Office Supplies,Supplies,"Kleencut Ruler, High Speed"
FUR-CH-10001663,Furniture,Chairs,"SAFCO Chairmat, Set of Two"
OFF-BI-10000517,Office Supplies,Binders,"Acco Binder, Durable"
OFF-PA-10001142,Office Supplies,Paper,"Green Bar Note Cards, Multicolor"
OFF-ST-10002164,Office Supplies,Storage,"Rogers Lockers, Industrial"
TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2
OFF-ST-10002632,Office Supplies,Storage,"Smead Shelving, Industrial"
FUR-CH-10004827,Furniture,Chairs,"SAFCO Chairmat, Black"
FUR-TEN-10003923,Furniture,Furnishings,"Tenex Door Stop, Duo Pack"
OFF-FA-10000470,Office Supplies,Fasteners,"Stockwell Paper Clips, Assorted Sizes"
TEC-AC-10001075,Technology,Accessories,"Belkin Keyboard, USB"
OFF-LA-10004576,Office Supplies,Labels,"Harbour Creations File Folder Labels, Laser Printer Compatible"
OFF-BI-10000439,Office Supplies,Binders,"Acco Hole Reinforcements, Economy"
OFF-EN-10003780,Office Supplies,Envelopes,"Jiffy Peel and Seal, Recycled"
FUR-CH-10002275,Furniture,Chairs,"Novimex Executive Leather Armchair, Adjustable"
TEC-BRO-10004802,Technology,Copiers,"Brother Fax Machine, High-Speed"
OFF-AP-10003794,Office Supplies,Appliances,"Cuisinart Refrigerator, Red"
OFF-AP-10001169,Office Supplies,Appliances,"Cuisinart Microwave, White"
OFF-AP-10002252,Office Supplies,Appliances,"Cuisinart Stove, Black"
FUR-CH-10004011,Furniture,Chairs,"SAFCO Executive Leather Armchair, Black"
OFF-EN-10003547,Office Supplies,Envelopes,"Jiffy Interoffice Envelope, Set of 50"
OFF-EN-10003520,Office Supplies,Envelopes,"Cameo Clasp Envelope, Set of 50"
OFF-ST-10000290,Office Supplies,Storage,"Rogers Folders, Single Width"
OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors
OFF-ST-10002902,Office Supplies,Storage,"Fellowes Lockers, Wire Frame"
FUR-TA-10000245,Furniture,Tables,"Chromcraft Computer Table, Adjustable Height"
OFF-LA-10002625,Office Supplies,Labels,"Harbour Creations Round Labels, Adjustable"
OFF-ELD-10004625,Office Supplies,Storage,"Eldon Trays, Blue"
FUR-FU-10004013,Furniture,Furnishings,"Deflect-O Clock, Durable"
OFF-ST-10004060,Office Supplies,Storage,"Fellowes Lockers, Blue"
OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4"""
OFF-STO-10001310,Office Supplies,Fasteners,"Stockwell Rubber Bands, Bulk Pack"
FUR-HON-10004932,Furniture,Tables,"Hon Conference Table, with Bottom Storage"
OFF-ST-10002774,Office Supplies,Storage,"Rogers Lockers, Industrial"
OFF-LA-10001028,Office Supplies,Labels,"Hon Removable Labels, Adjustable"
OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator
OFF-AP-10002882,Office Supplies,Appliances,"KitchenAid Coffee Grinder, Silver"
FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs
OFF-SME-10002740,Office Supplies,Storage,"Smead Lockers, Single Width"
TEC-PH-10004358,Technology,Phones,"Samsung Office Telephone, Cordless"
TEC-PH-10004575,Technology,Phones,"Motorola Smart Phone, Cordless"
OFF-AR-10002677,Office Supplies,Art,"BIC Pens, Water Color"
TEC-AC-10003577,Technology,Accessories,"Memorex Router, USB"
OFF-FA-10000563,Office Supplies,Fasteners,"Accos Push Pins, Assorted Sizes"
OFF-LA-10000356,Office Supplies,Labels,"Novimex Round Labels, 5000 Label Set"
TEC-AC-10000929,Technology,Accessories,"Belkin Mouse, Bluetooth"
OFF-BOS-10001711,Office Supplies,Art,"Boston Sketch Pad, Easy-Erase"
TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse
FUR-CH-10004725,Furniture,Chairs,"Office Star Bag Chairs, Set of Two"
OFF-SU-10001225,Office Supplies,Supplies,Staples
TEC-CO-10003228,Technology,Copiers,"Hewlett Copy Machine, Laser"
OFF-AP-10003568,Office Supplies,Appliances,"Hoover Stove, Black"
FUR-TEN-10003879,Furniture,Furnishings,"Tenex Light Bulb, Black"
TEC-MA-10001811,Technology,Machines,"Okidata Card Printer, Durable"
OFF-PA-10004444,Office Supplies,Paper,"SanDisk Note Cards, Premium"
TEC-CO-10000956,Technology,Copiers,"Sharp Copy Machine, Laser"
OFF-AR-10000444,Office Supplies,Art,"BIC Highlighters, Blue"
OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size"
OFF-FA-10000197,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes"
TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse
FUR-CH-10002547,Furniture,Chairs,"Office Star Steel Folding Chair, Red"
OFF-CAR-10003703,Office Supplies,Binders,"Cardinal Binder, Durable"
TEC-HEW-10003531,Technology,Copiers,"Hewlett Copy Machine, High-Speed"
TEC-MA-10001009,Technology,Machines,"Panasonic Inkjet, Red"
OFF-STA-10003027,Office Supplies,Art,"Stanley Highlighters, Easy-Erase"
FUR-CH-10003760,Furniture,Chairs,"Office Star Bag Chairs, Set of Two"
OFF-ACC-10003713,Office Supplies,Fasteners,"Accos Clamps, Assorted Sizes"
FUR-CH-10003697,Furniture,Chairs,"Novimex Chairmat, Adjustable"
OFF-STA-10001895,Office Supplies,Art,"Stanley Pens, Easy-Erase"
OFF-FA-10001815,Office Supplies,Fasteners,"Advantus Push Pins, Bulk Pack"
OFF-BRE-10001378,Office Supplies,Appliances,"Breville Toaster, White"
OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch
OFF-LA-10004430,Office Supplies,Labels,"Avery Shipping Labels, Laser Printer Compatible"
OFF-EN-10003559,Office Supplies,Envelopes,"Jiffy Clasp Envelope, with clear poly window"
OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8"""
TEC-AC-10000763,Technology,Accessories,"SanDisk Memory Card, USB"
OFF-BI-10000814,Office Supplies,Binders,"Wilson Jones Binder, Recycled"
OFF-PA-10001795,Office Supplies,Paper,"Green Bar Message Books, Premium"
FUR-TA-10004634,Furniture,Tables,"Bevis Training Table, Adjustable Height"
TEC-AC-10001022,Technology,Accessories,"SanDisk Flash Drive, USB"
TEC-MA-10002629,Technology,Machines,"Konica Inkjet, Wireless"
OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box"
OFF-BI-10004328,Office Supplies,Binders,"Wilson Jones Binding Machine, Economy"
FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair
TEC-MA-10003079,Technology,Machines,"Panasonic Card Printer, Wireless"
TEC-MA-10003101,Technology,Machines,"Panasonic Receipt Printer, Wireless"
TEC-EPS-10000053,Technology,Machines,"Epson Receipt Printer, Red"
OFF-BI-10003503,Office Supplies,Binders,"Cardinal Index Tab, Economy"
FUR-CH-10002378,Furniture,Chairs,"Harbour Creations Swivel Stool, Black"
OFF-BI-10004305,Office Supplies,Binders,"Cardinal Hole Reinforcements, Durable"
TEC-PH-10002774,Technology,Phones,"Nokia Smart Phone, with Caller ID"
OFF-ST-10000154,Office Supplies,Storage,"Smead Box, Single Width"
OFF-FA-10000571,Office Supplies,Fasteners,"Accos Rubber Bands, Assorted Sizes"
FUR-CH-10002780,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms
OFF-SU-10003130,Office Supplies,Supplies,"Acme Trimmer, Serrated"
TEC-MA-10001569,Technology,Machines,"Okidata Phone, Red"
FUR-BO-10002309,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Traditional"
OFF-AP-10001402,Office Supplies,Appliances,"KitchenAid Coffee Grinder, White"
TEC-PH-10002742,Technology,Phones,"Motorola Audio Dock, Cordless"
OFF-BI-10004388,Office Supplies,Binders,"Acco Hole Reinforcements, Clear"
TEC-AC-10004743,Technology,Accessories,"Logitech Router, USB"
OFF-ST-10000650,Office Supplies,Storage,"Rogers Box, Industrial"
TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930
OFF-EN-10003431,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Security-Tint"
FUR-TEN-10003900,Furniture,Furnishings,"Tenex Stacking Tray, Durable"
FUR-BO-10003291,Furniture,Bookcases,"Dania Corner Shelving, Metal"
OFF-BI-10000121,Office Supplies,Binders,"Cardinal Index Tab, Clear"
OFF-AR-10000491,Office Supplies,Art,"Binney & Smith Pens, Water Color"
FUR-CH-10002477,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Red"
TEC-AC-10003265,Technology,Accessories,"Belkin Router, Bluetooth"
FUR-TA-10002095,Furniture,Tables,"Lesro Training Table, Fully Assembled"
FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases
TEC-LOG-10003651,Technology,Accessories,"Logitech Router, Programmable"
OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft"
OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders
OFF-PA-10000935,Office Supplies,Paper,"SanDisk Computer Printout Paper, Multicolor"
FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine
FUR-SAF-10000881,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Metal"
TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone
OFF-ST-10001832,Office Supplies,Storage,"Eldon Box, Blue"
OFF-LA-10002651,Office Supplies,Labels,"Novimex Round Labels, Adjustable"
FUR-FU-10004689,Furniture,Furnishings,"Advantus Light Bulb, Duo Pack"
FUR-TA-10003591,Furniture,Tables,"Bevis Wood Table, Rectangular"
OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders
OFF-SU-10001132,Office Supplies,Supplies,"Fiskars Trimmer, Serrated"
TEC-CO-10001371,Technology,Copiers,"Sharp Fax and Copier, Laser"
TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad
FUR-FU-10001126,Furniture,Furnishings,"Rubbermaid Clock, Erganomic"
OFF-WIL-10003933,Office Supplies,Binders,"Wilson Jones Binder Covers, Durable"
OFF-FA-10004637,Office Supplies,Fasteners,"Accos Thumb Tacks, Metal"
TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive
FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base
OFF-PA-10001639,Office Supplies,Paper,"Enermax Memo Slips, 8.5 x 11"
OFF-PA-10001466,Office Supplies,Paper,"Eaton Computer Printout Paper, 8.5 x 11"
TEC-HP -10004801,Technology,Copiers,"HP Personal Copier, High-Speed"
TEC-CAN-10000030,Technology,Copiers,"Canon Fax Machine, Laser"
TEC-PH-10000303,Technology,Phones,"Samsung Smart Phone, VoIP"
OFF-ST-10001010,Office Supplies,Storage,"Fellowes Lockers, Industrial"
FUR-OFF-10001798,Furniture,Chairs,"Office Star Steel Folding Chair, Red"
TEC-MA-10004428,Technology,Machines,"Panasonic Card Printer, Durable"
OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black"
OFF-AP-10002008,Office Supplies,Appliances,"Hamilton Beach Microwave, Silver"
TEC-CO-10001391,Technology,Copiers,"Sharp Ink, Color"
TEC-PAN-10001674,Technology,Machines,"Panasonic Receipt Printer, White"
OFF-ELI-10000711,Office Supplies,Supplies,"Elite Scissors, Serrated"
OFF-PA-10000383,Office Supplies,Paper,"Green Bar Note Cards, Premium"
OFF-AP-10000935,Office Supplies,Appliances,"Cuisinart Toaster, White"
OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener
OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils
OFF-OIC-10004622,Office Supplies,Fasteners,"OIC Thumb Tacks, Bulk Pack"
FUR-BEV-10002193,Furniture,Tables,"Bevis Round Table, Adjustable Height"
OFF-FA-10004265,Office Supplies,Fasteners,"Stockwell Paper Clips, Assorted Sizes"
TEC-BEL-10002678,Technology,Accessories,"Belkin Memory Card, Erganomic"
OFF-ENE-10003274,Office Supplies,Paper,"Enermax Memo Slips, 8.5 x 11"
OFF-OIC-10004253,Office Supplies,Fasteners,"OIC Rubber Bands, Bulk Pack"
OFF-ST-10003528,Office Supplies,Storage,"Fellowes Folders, Wire Frame"
OFF-AP-10001593,Office Supplies,Appliances,"Cuisinart Microwave, Red"
TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard
OFF-SU-10002831,Office Supplies,Supplies,"Acme Scissors, High Speed"
TEC-AC-10003451,Technology,Accessories,"Logitech Flash Drive, Erganomic"
OFF-FA-10000644,Office Supplies,Fasteners,"Accos Push Pins, Metal"
FUR-NOV-10003754,Furniture,Chairs,"Novimex Rocking Chair, Set of Two"
OFF-PA-10004160,Office Supplies,Paper,"SanDisk Note Cards, Premium"
FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black"
TEC-CO-10000222,Technology,Copiers,"Sharp Fax and Copier, Color"
FUR-BO-10000279,Furniture,Bookcases,"Dania Classic Bookcase, Pine"
OFF-BI-10001754,Office Supplies,Binders,"Ibico Binder Covers, Recycled"
TEC-EPS-10002920,Technology,Machines,"Epson Printer, Red"
OFF-SU-10001891,Office Supplies,Supplies,"Stiletto Box Cutter, Easy Grip"
FUR-CH-10002793,Furniture,Chairs,"Office Star Bag Chairs, Adjustable"
OFF-BI-10003184,Office Supplies,Binders,"Avery Index Tab, Clear"
OFF-ST-10002608,Office Supplies,Storage,"Eldon Box, Industrial"
TEC-MA-10002827,Technology,Machines,"StarTech Printer, Red"
OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black"
OFF-SU-10004799,Office Supplies,Supplies,"Elite Ruler, Steel"
TEC-CO-10001580,Technology,Copiers,"HP Ink, Digital"
TEC-PH-10002570,Technology,Phones,"Samsung Headset, Full Size"
OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets
TEC-SAN-10002684,Technology,Accessories,"SanDisk Flash Drive, USB"
FUR-DEF-10004936,Furniture,Furnishings,"Deflect-O Light Bulb, Durable"
TEC-SHA-10001231,Technology,Copiers,"Sharp Wireless Fax, Color"
OFF-EN-10002348,Office Supplies,Envelopes,"Cameo Peel and Seal, Set of 50"
OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere
FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown"
FUR-FU-10000361,Furniture,Furnishings,"Eldon Stacking Tray, Duo Pack"
FUR-TA-10004892,Furniture,Tables,"Chromcraft Wood Table, with Bottom Storage"
OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins
TEC-CO-10000405,Technology,Copiers,"Canon Fax Machine, Digital"
OFF-SU-10001133,Office Supplies,Supplies,"Acme Box Cutter, Steel"
TEC-AC-10003640,Technology,Accessories,"SanDisk Mouse, Programmable"
OFF-LA-10002762,Office Supplies,Labels,Avery 485
TEC-MA-10004552,Technology,Machines,Star Micronics TSP100 TSP143LAN Receipt Printer
OFF-EN-10003770,Office Supplies,Envelopes,"Kraft Manila Envelope, with clear poly window"
OFF-AME-10004651,Office Supplies,Envelopes,"Ames Mailers, Recycled"
FUR-DAN-10002314,Furniture,Bookcases,"Dania Stackable Bookrack, Traditional"
OFF-AP-10004168,Office Supplies,Appliances,"Cuisinart Stove, White"
FUR-CH-10003733,Furniture,Chairs,"Hon Steel Folding Chair, Set of Two"
OFF-AR-10000246,Office Supplies,Art,Newell 318
OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip
OFF-PA-10003893,Office Supplies,Paper,Xerox 1962
OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners
TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive
FUR-BO-10001133,Furniture,Bookcases,"Ikea Classic Bookcase, Mobile"
FUR-FU-10004820,Furniture,Furnishings,"Advantus Photo Frame, Erganomic"
TEC-PAN-10000092,Technology,Machines,"Panasonic Inkjet, Red"
OFF-XER-10000482,Office Supplies,Paper,"Xerox Note Cards, Multicolor"
TEC-AC-10004306,Technology,Accessories,"Belkin Keyboard, Bluetooth"
OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge
TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27
TEC-PAN-10002884,Technology,Machines,"Panasonic Inkjet, Wireless"
OFF-AP-10004972,Office Supplies,Appliances,"Breville Coffee Grinder, Red"
FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection
OFF-FA-10002835,Office Supplies,Fasteners,"OIC Staples, Assorted Sizes"
OFF-SU-10003019,Office Supplies,Supplies,"Acme Letter Opener, Serrated"
OFF-FA-10000713,Office Supplies,Fasteners,"Stockwell Clamps, 12 Pack"
OFF-EN-10004564,Office Supplies,Envelopes,"Jiffy Mailers, Set of 50"
OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders
OFF-ACM-10003510,Office Supplies,Supplies,"Acme Scissors, High Speed"
FUR-FU-10003725,Furniture,Furnishings,"Advantus Light Bulb, Erganomic"
TEC-AC-10004992,Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0
FUR-FU-10003826,Furniture,Furnishings,"Eldon Door Stop, Duo Pack"
TEC-AC-10001745,Technology,Accessories,"Memorex Flash Drive, Programmable"
OFF-ST-10002530,Office Supplies,Storage,"Rogers Lockers, Single Width"
TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4
OFF-ST-10002598,Office Supplies,Storage,"Tenex Shelving, Industrial"
FUR-FU-10000668,Furniture,Furnishings,"Tenex Frame, Durable"
OFF-AR-10000404,Office Supplies,Art,"Stanley Pencil Sharpener, Easy-Erase"
OFF-KIT-10002357,Office Supplies,Appliances,"KitchenAid Blender, White"
OFF-ST-10002424,Office Supplies,Storage,"Smead Trays, Industrial"
TEC-CO-10001678,Technology,Copiers,"Brother Fax Machine, Digital"
OFF-AP-10003956,Office Supplies,Appliances,"Hoover Toaster, Red"
OFF-AR-10001495,Office Supplies,Art,"BIC Sketch Pad, Blue"
FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black"
OFF-EN-10002313,Office Supplies,Envelopes,"GlobeWeis Mailers, Recycled"
OFF-PA-10000756,Office Supplies,Paper,"Enermax Computer Printout Paper, Premium"
OFF-SU-10003897,Office Supplies,Supplies,"Stiletto Ruler, High Speed"
TEC-PH-10002699,Technology,Phones,"Cisco Signal Booster, Full Size"
OFF-NOV-10001568,Office Supplies,Labels,"Novimex Shipping Labels, 5000 Label Set"
TEC-CO-10001531,Technology,Copiers,"Hewlett Fax and Copier, Color"
TEC-CO-10002696,Technology,Copiers,"Hewlett Personal Copier, Color"
OFF-PA-10000213,Office Supplies,Paper,Xerox 198
TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack
FUR-TA-10003254,Furniture,Tables,"Bevis Round Table, Adjustable Height"
OFF-SAN-10003660,Office Supplies,Paper,"SanDisk Computer Printout Paper, Multicolor"
TEC-PH-10004281,Technology,Phones,"Samsung Audio Dock, Cordless"
OFF-PA-10001639,Office Supplies,Paper,Xerox 203
OFF-FA-10002047,Office Supplies,Fasteners,"Stockwell Push Pins, Bulk Pack"
OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers
FUR-ADV-10000571,Furniture,Furnishings,"Advantus Frame, Erganomic"
TEC-PH-10004271,Technology,Phones,"Cisco Speaker Phone, VoIP"
OFF-AR-10000176,Office Supplies,Art,"Sanford Highlighters, Water Color"
OFF-ST-10001346,Office Supplies,Storage,"Smead File Cart, Industrial"
OFF-AP-10003622,Office Supplies,Appliances,"Hamilton Beach Microwave, Silver"
FUR-NOV-10004925,Furniture,Chairs,"Novimex Executive Leather Armchair, Black"
OFF-PA-10002303,Office Supplies,Paper,"Eaton Parchment Paper, Multicolor"
OFF-AR-10001720,Office Supplies,Art,"Stanley Canvas, Blue"
TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB
TEC-MA-10001098,Technology,Machines,"StarTech Printer, Durable"
OFF-EN-10002226,Office Supplies,Envelopes,"Jiffy Clasp Envelope, Recycled"
OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips
OFF-SME-10004110,Office Supplies,Labels,"Smead Color Coded Labels, Alphabetical"
OFF-LA-10002806,Office Supplies,Labels,"Novimex Shipping Labels, 5000 Label Set"
OFF-ST-10002159,Office Supplies,Storage,"Fellowes Lockers, Wire Frame"
FUR-FU-10002874,Furniture,Furnishings,Ultra Commercial Grade Dual Valve Door Closer
OFF-AP-10002764,Office Supplies,Appliances,"Hoover Microwave, Black"
FUR-TA-10002351,Furniture,Tables,"Hon Training Table, Adjustable Height"
TEC-PH-10003752,Technology,Phones,"Nokia Office Telephone, VoIP"
TEC-AC-10000397,Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard"
OFF-JIF-10000843,Office Supplies,Envelopes,"Jiffy Manila Envelope, Set of 50"
TEC-MA-10001127,Technology,Machines,"Epson Inkjet, Wireless"
OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder
OFF-FA-10000089,Office Supplies,Fasteners,"OIC Rubber Bands, Assorted Sizes"
OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving
TEC-SAM-10004384,Technology,Phones,"Samsung Office Telephone, VoIP"
OFF-AR-10001850,Office Supplies,Art,"BIC Highlighters, Fluorescent"
TEC-KON-10001519,Technology,Machines,"Konica Calculator, White"
FUR-FU-10000366,Furniture,Furnishings,"Deflect-O Door Stop, Durable"
